id,event_name,event_image,event_date_time,event_link
284,Apollo Architect: Summer Series I,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102240824%2F208815411048%2F1%2Foriginal.20200530-121451?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=f03e091e2d607faa286ff47b727ff02d,"Sat, Jun 13, 2020 5:00 PM MDT",https://www.eventbrite.ca/e/apollo-architect-summer-series-i-tickets-107338969748?aff=ebdssbonlinesearch
285,Stay In Your Damn House Party: STEVE AOKI & Extra Special Guests,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102220888%2F81443278973%2F1%2Foriginal.20200529-224831?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0b3a1ae35e89e9d189a5f22aac48afae,"Tue, Jun 2, 2020 6:00 PM MDT + 3 more events",https://www.eventbrite.com/e/stay-in-your-damn-house-party-steve-aoki-extra-special-guests-tickets-104805054740?aff=ebdssbonlinesearch
286,Zarifa Adiba (Kyrgyzstan) on Cross-Atlantic Quarantine Session 10,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100479434%2F278821870795%2F1%2Foriginal.20200508-010613?w=300&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C300%2C150&s=28fcec591a99ca2bb1f6b9e0a2042ac6,"Mon, Jun 22, 2020 12:00 PM MDT",https://www.eventbrite.com/e/zarifa-adiba-kyrgyzstan-on-cross-atlantic-quarantine-session-10-tickets-104699539140?aff=ebdssbonlinesearch
287,Mücahit Poyraz (Turkey) on Cross-Atlantic Quarantine Session 8,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100478690%2F278821870795%2F1%2Foriginal.20200508-005543?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C61%2C1600%2C800&s=48c43453cb3e97095348cead124a83bd,"Mon, Jun 8, 2020 12:00 PM MDT",https://www.eventbrite.com/e/mucahit-poyraz-turkey-on-cross-atlantic-quarantine-session-8-tickets-104699304438?aff=ebdssbonlinesearch
288,Mücahit Poyraz (Turkey) on Cross-Atlantic Quarantine Session 8,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100478690%2F278821870795%2F1%2Foriginal.20200508-005543?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C61%2C1600%2C800&s=48c43453cb3e97095348cead124a83bd,"Mon, Jun 8, 2020 12:00 PM MDT",https://www.eventbrite.com/e/mucahit-poyraz-turkey-on-cross-atlantic-quarantine-session-8-tickets-104699304438?aff=ebdssbonlinesearch
289,Encuentro musical online,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99988010%2F444111002852%2F1%2Foriginal.20200501-184811?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C80%2C1280%2C640&s=df4f02aee5bd055f7f04e04080d23493,"Wed, Jun 10, 2020 6:00 PM MDT",https://www.eventbrite.com/e/encuentro-musical-online-tickets-104157313328?aff=ebdssbonlinesearch
290,The Framewerk Broadcast on San Diego Gospel Radio,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98950442%2F440768062938%2F1%2Foriginal.20200417-203506?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C22%2C696%2C348&s=9fe3786e0c0c5fd6750f8603d3d960f3,"Sat, Jun 6, 2020 1:00 PM MDT + 29 more events",https://www.eventbrite.com/e/the-framewerk-broadcast-on-san-diego-gospel-radio-tickets-102994204438?aff=ebdssbonlinesearch
291,DJ R3V3R3ND MURD3R 'WWIII Reboot: 2020 (Online Tour)',https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99346442%2F104464303959%2F1%2Foriginal.20200423-142157?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C700%2C350&s=ca00251f2f34b66d77962de93d2980f1,"Fri, Jun 5, 2020 7:00 PM MDT + 30 more events",https://www.eventbrite.ca/e/dj-r3v3r3nd-murd3r-wwiii-reboot-2020-online-tour-tickets-103425889620?aff=ebdssbonlinesearch
292,Online Streaming Wine Down Wednesdays - Neethlingshof Estate,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100950656%2F329302202777%2F1%2Foriginal.20200514-084737?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=135%2C0%2C1446%2C723&s=2fad0a6bba5deb5e5cbd120b3269d0ec,"Wed, Jun 3, 2020 10:00 AM MDT + 3 more events",https://www.eventbrite.com/e/online-streaming-wine-down-wednesdays-neethlingshof-estate-tickets-105365260330?aff=ebdssbonlinesearch
293,"Hila Plitmann & Shea Welsh ""Keep Your 6""  Friday Video Drop",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99971988%2F58852740445%2F1%2Foriginal.20200501-153221?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C51%2C2550%2C1275&s=f8679cea4631badcfabacbeff85285c9,"Fri, Jun 5, 2020 10:00 AM MDT + 8 more events",https://www.eventbrite.com/e/hila-plitmann-shea-welsh-keep-your-6-friday-video-drop-tickets-104142133926?aff=ebdssbonlinesearch
294,Composition Online Webinar with Ian Patrick Cler: Creative NuJazz Composing,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102030488%2F449419373142%2F1%2Foriginal.20200527-232543?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C468%2C2048%2C1024&s=84a348211b1aa835211c0ad653aba4d9,"Mon, Jun 8, 2020 3:00 PM MDT",https://www.eventbrite.com/e/composition-online-webinar-with-ian-patrick-cler-creative-nujazz-composing-tickets-107003355918?aff=ebdssbonlinesearch
295,IMAGINE SESSIONS,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101124244%2F447064006184%2F1%2Foriginal.20200516-023128?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=1f1356fd57c4879f79167a541ce26c1b,"Fri, Jun 26, 2020 5:00 PM MDT + 2 more events",https://www.eventbrite.com/e/imagine-sessions-tickets-105612415578?aff=ebdssbonlinesearch
296,TESTING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100925588%2F446566213860%2F1%2Foriginal.20200513-235546?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C128%2C4096%2C2048&s=69b305c75cda8f6f13bdf24b98988339,"Sat, Jun 13, 2020 6:00 PM MDT",https://www.eventbrite.com/e/testing-tickets-105322999928?aff=ebdssbonlinesearch
297,Composition Online Webinar with Ian Patrick Cler: Composing by Phrases,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102032526%2F449419373142%2F1%2Foriginal.20200527-235946?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C468%2C2048%2C1024&s=9ed9ce39f2bcf4105f727498a796861d,"Mon, Jun 15, 2020 3:00 PM MDT",https://www.eventbrite.com/e/composition-online-webinar-with-ian-patrick-cler-composing-by-phrases-tickets-107015385900?aff=ebdssbonlinesearch
298,"Gunes Ergun & Ecem Türkoğlu, Instagram Live",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100616146%2F225725784816%2F1%2Foriginal.20200510-155317?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=57768329beea8a9c9d1eb97d0a12834d,"Mon, Jun 15, 2020 1:00 PM MDT",https://www.eventbrite.co.uk/e/gunes-ergun-ecem-turkoglu-instagram-live-tickets-104765470342?aff=ebdssbonlinesearch
299,Mücahit Poyraz (Turkey) on Cross-Atlantic Quarantine Session 9,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100479112%2F278821870795%2F1%2Foriginal.20200508-010126?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C105%2C1600%2C800&s=21eef08a1f3ef2ba11fcb54e800d351b,"Mon, Jun 15, 2020 12:00 PM MDT",https://www.eventbrite.com/e/mucahit-poyraz-turkey-on-cross-atlantic-quarantine-session-9-tickets-104699472942?aff=ebdssbonlinesearch
300,Ready Set V!be June Concert,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101823088%2F271813048081%2F1%2Foriginal.20200525-234050?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C180%2C1440%2C720&s=05f7339238bcb793f6b21a41a7abde5b,"Sat, Jun 13, 2020 5:00 PM MDT",https://www.eventbrite.com/e/ready-set-vbe-june-concert-tickets-106693647572?aff=ebdssbonlinesearch
301,A Party Called Everybody Everybody,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100174826%2F444524664354%2F1%2Foriginal.20200504-222128?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C55%2C1920%2C960&s=a90997043bf734c0ca7eb475cf6d702c,"Fri, Jun 12, 2020 7:00 PM MDT",https://www.eventbrite.com/e/a-party-called-everybody-everybody-tickets-104356479038?aff=ebdssbonlinesearch
302,OFF THE CHAIN PROMOTIONS,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99711814%2F443228911132%2F1%2Foriginal.20200428-195544?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=437e5bb6d2e74c6c5ce8278e0598a5f4,"Sun, Jun 7, 2020 2:00 PM MDT",https://www.eventbrite.com/e/off-the-chain-promotions-tickets-103858421334?aff=ebdssbonlinesearch
303,Age Against The Machine - Live Stream (Free),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100313802%2F420943651703%2F1%2Foriginal.20200506-100005?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C1266%2C633&s=078fb1e3351e3812a675f7eadb61d2af,"Mon, Jun 15, 2020 12:00 PM MDT",https://www.eventbrite.co.uk/e/age-against-the-machine-live-stream-free-tickets-104522393292?aff=ebdssbonlinesearch
304,LOVE SPORT live stream @ Kotosohvalive,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100508650%2F445515473808%2F1%2Foriginal.20200508-124609?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C250%2C2048%2C1024&s=dbda56523ec1d51f52aa79c515e26e71,"Sat, Jun 6, 2020 11:00 AM MDT",https://www.eventbrite.com/e/love-sport-live-stream-kotosohvalive-tickets-104757215652?aff=ebdssbonlinesearch
305,Feeling Gloomy - Live Stream (Free),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100311364%2F420943651703%2F1%2Foriginal.20200506-091935?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C6%2C670%2C335&s=92861f623cd535070a9354f930daa527,"Fri, Jun 5, 2020 10:30 AM MDT",https://www.eventbrite.co.uk/e/feeling-gloomy-live-stream-free-tickets-104519390310?aff=ebdssbonlinesearch
306,BLOND:ISH PRESENTS HUMAN NATURE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102067656%2F449513817658%2F1%2Foriginal.20200528-115653?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=250%2C0%2C1000%2C500&s=54d650e393e199dff48ca8fa5acf8c38,"Sat, Jun 20, 2020 2:00 PM MDT",https://www.eventbrite.com/e/blondish-presents-human-nature-tickets-107074400414?aff=ebdssbonlinesearch
307,BLOND:ISH PRESENTS HUMAN NATURE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102067918%2F449513817658%2F1%2Foriginal.20200528-120037?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=250%2C0%2C1000%2C500&s=b61d4c1c036f446e509d1fc21736b5ce,"Sat, Jun 27, 2020 2:00 PM MDT",https://www.eventbrite.com/e/blondish-presents-human-nature-tickets-107074753470?aff=ebdssbonlinesearch
308,BLOND:ISH PRESENTS HUMAN NATURE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102067328%2F449513817658%2F1%2Foriginal.20200528-115156?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=250%2C0%2C1000%2C500&s=7780e61a9b0fcf5c1c2cd535b8283bb5,"Sat, Jun 6, 2020 2:00 PM MDT",https://www.eventbrite.com/e/blondish-presents-human-nature-tickets-107074099514?aff=ebdssbonlinesearch
309,BLOND:ISH PRESENTS HUMAN NATURE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102067446%2F449513817658%2F1%2Foriginal.20200528-115408?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=250%2C0%2C1000%2C500&s=f9a2cb7c87cc7ff0157dce47ba76b6e5,"Sat, Jun 13, 2020 2:00 PM MDT",https://www.eventbrite.com/e/blondish-presents-human-nature-tickets-107074205832?aff=ebdssbonlinesearch
310,THE CENTRAL SOCIAL/  PARTY,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101707572%2F185318540296%2F1%2Foriginal.20200523-222451?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C160%2C2560%2C1280&s=4c11bec98702600586c178e1e28aa915,"Sat, Jun 27, 2020 12:00 PM MDT",https://www.eventbrite.co.uk/e/the-central-social-party-tickets-106512614096?aff=ebdssbonlinesearch
311,Stay The Folk Home! Concerts from Jalopy Theatre's Facebook Live Page,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99939044%2F199035189396%2F1%2Foriginal.20200501-035733?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C108%2C600%2C300&s=d1e6cf6c6d1e5d477a67d6d2c15e7db2,"Wed, Jun 3, 2020 6:00 PM MDT + 7 more events",https://www.eventbrite.com/e/stay-the-folk-home-concerts-from-jalopy-theatres-facebook-live-page-tickets-104106521408?aff=ebdssbonlinesearch
312,Flute Meditation,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101802474%2F442526216462%2F1%2Foriginal.20200525-180451?w=198&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C111%2C198%2C99&s=1864499457b394acf0e2475c66c407b9,"Wed, Jun 3, 2020 10:00 AM MDT + 1 more event",https://www.eventbrite.com/e/flute-meditation-tickets-106666923640?aff=ebdssbonlinesearch
313,U Feel Loved,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99784584%2F350365090081%2F1%2Foriginal.20200429-155932?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=243%2C621%2C756%2C378&s=f187a1a26a4d16ad3978b591b4fb19fd,"Sun, Jun 7, 2020 10:30 AM MDT",https://www.eventbrite.it/e/u-feel-loved-tickets-103937217014?aff=ebdssbonlinesearch
314,The physical world tour,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100361234%2F445134308196%2F1%2Foriginal.20200506-192017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=6%2C304%2C2042%2C1021&s=6bc0a71b3d83ae3e79224411b070f570,"Sun, Jun 7, 2020 5:00 PM MDT + 27 more events",https://www.eventbrite.com/e/the-physical-world-tour-tickets-104565032828?aff=ebdssbonlinesearch
315,"Music Mondays! Cheer up with ""Virtual"" Concert",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102134902%2F235999196802%2F1%2Foriginal.20200416-225658?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C11%2C526%2C263&s=4ff56625c59ce0c1cff6b72e05ddd173,"Mon, Jun 1, 2020 1:30 PM MDT + 4 more events",https://www.eventbrite.com/e/music-mondays-cheer-up-with-virtual-concert-tickets-107158760738?aff=ebdssbonlinesearch
316,PENGAME LIVE!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97814746%2F55725616743%2F1%2Foriginal.20200401-195422?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C827%2C1586%2C793&s=7177ecb6a086c41d8bcc2aa93d79ac35,"Mon, Jun 1, 2020 5:00 PM MDT",https://www.eventbrite.com/e/pengame-live-tickets-101751447318?aff=ebdssbonlinesearch
317,Kari Kira ,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101652672%2F448454669156%2F1%2Foriginal.20200522-200228?w=500&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C125%2C500%2C250&s=fb8051efa42a71327141d472d0ec1d52,"Fri, Jun 5, 2020 5:00 PM MDT",https://www.eventbrite.com/e/kari-kira-tickets-106431330976?aff=ebdssbonlinesearch
318,VIRTUAL Single Release Rooftop Party with Chicago Loud 9!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102038900%2F216808508793%2F1%2Foriginal.20200528-021020?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=57878ac703b4436f05896f0daedf2385,"Sat, Jun 6, 2020 2:00 PM MDT",https://www.eventbrite.com/e/virtual-single-release-rooftop-party-with-chicago-loud-9-tickets-107024390834?aff=ebdssbonlinesearch
319,REAL TALK : Emma G chats with Cari Cole [celebrity vocal coach],https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99202354%2F86250900387%2F1%2Foriginal.20200421-200548?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=80%2C0%2C624%2C312&s=e1d44d16b05676a4614fec0974c3cf5c,"Wed, Jun 3, 2020 5:00 PM MDT",https://www.eventbrite.com/e/real-talk-emma-g-chats-with-cari-cole-celebrity-vocal-coach-tickets-103273806736?aff=ebdssbonlinesearch
320,Holly Penfield (piano live online sessions),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101547228%2F284278792718%2F1%2Foriginal.20200521-171139?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C304%2C1080%2C540&s=f293fa4ec3c15baacdf258e4199d916c,"Tue, Jun 30, 2020 1:30 PM MDT",https://www.eventbrite.co.uk/e/holly-penfield-piano-live-online-sessions-tickets-106245998642?aff=ebdssbonlinesearch
321,The History of Blues in America with Joey Leone,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101894522%2F313479768648%2F1%2Foriginal.20200526-175645?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=24%2C238%2C1604%2C802&s=04394c69a52e066b536f0b401680979e,"Thu, Jun 18, 2020 6:00 PM MDT",https://www.eventbrite.com/e/the-history-of-blues-in-america-with-joey-leone-tickets-106801094950?aff=ebdssbonlinesearch
322,Lil Merxy - Meet And Greet,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99017718%2F440012746476%2F1%2Foriginal.20200419-142830?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C401%2C3000%2C1500&s=bf4cca262dff60a627a747e82a637ec0,"Fri, Jun 26, 2020 10:00 AM MDT",https://www.eventbrite.com/e/lil-merxy-meet-and-greet-tickets-103073878746?aff=ebdssbonlinesearch
323,Free Online Guitar Fundamentals Workshop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102169054%2F262977264540%2F1%2Foriginal.20200529-131813?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C11%2C564%2C282&s=d992f5eeae86d7c550207edda992c339,"Mon, Jun 1, 2020 5:00 PM MDT + 6 more events",https://www.eventbrite.com/e/free-online-guitar-fundamentals-workshop-tickets-107214910684?aff=ebdssbonlinesearch
324,The Tulsa Live Stream - Every Thursday Starting At 8:30pm,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F85900523%2F391114327913%2F1%2Foriginal.20191231-215811?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=429%2C0%2C634%2C317&s=9c131409ebaca8d44a23748160fb6950,"Thu, Jun 4, 2020 7:30 PM MDT + 31 more events",https://www.eventbrite.com/e/the-tulsa-live-stream-every-thursday-starting-at-830pm-tickets-87839627691?aff=ebdssbonlinesearch
325,REAL TALK : Emma G chats with James Bomb [Public Enemy],https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99201980%2F86250900387%2F1%2Foriginal.20200421-200118?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=86%2C0%2C624%2C312&s=9d09b6d97589ffaae1417ae6c8ae7383,"Mon, Jun 1, 2020 5:00 PM MDT",https://www.eventbrite.com/e/real-talk-emma-g-chats-with-james-bomb-public-enemy-tickets-103273253080?aff=ebdssbonlinesearch
326,Virtue in Virtuosity: Constellations Virtual Concert,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102033532%2F389760696359%2F1%2Foriginal.20200528-001907?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C179%2C4000%2C2000&s=e1f0404af2b55388985bc7e1140f3e0a,"Sun, May 31, 2020 2:00 PM MDT",https://www.eventbrite.com/e/virtue-in-virtuosity-constellations-virtual-concert-tickets-107016485188?aff=ebdssbonlinesearch
327,HOW TO BREAK IN TO FILM MAKING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102046604%2F75711775339%2F1%2Foriginal.20200528-050258?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C221%2C800%2C400&s=8fdb5c52609d22d5013ef0b1553b36c9,"Fri, Jun 5, 2020 8:00 PM MDT",https://www.eventbrite.com/e/how-to-break-in-to-film-making-tickets-107042910226?aff=ebdssbonlinesearch
328,Hoteldiablofromhome,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102047022%2F75711775339%2F1%2Foriginal.20200528-051345?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C228%2C800%2C400&s=788665ad80be6ad09587716ec3c919e3,"Sat, Jun 6, 2020 1:00 PM MDT",https://www.eventbrite.com/e/hoteldiablofromhome-tickets-106807919362?aff=ebdssbonlinesearch
329,HOW TO BREAK IN TO FILM MAKING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98153752%2F134452595790%2F1%2Foriginal.20200407-025141?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=229%2C0%2C1936%2C968&s=0f62ef089c2eeb042eae6bc583ead6ba,"Fri, Jun 5, 2020 8:00 PM MDT",https://www.eventbrite.com/e/how-to-break-in-to-film-making-tickets-107045307396?aff=ebdssbonlinesearch
330,John Chen's Quarantine Karaoke Contest with Prizes!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99137902%2F191602670425%2F1%2Foriginal.20200421-035453?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C134%2C1504%2C752&s=347643b5f8eff755fad109aa96528c9d,"Sat, Jun 6, 2020 10:00 PM MDT + 29 more events",https://www.eventbrite.com/e/john-chens-quarantine-karaoke-contest-with-prizes-tickets-102137199112?aff=ebdssbonlinesearch
331,teste dnvo NER,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102363130%2F197498059281%2F1%2Foriginal.20200601-153806?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=ef7943fd35c12aea3045e0eb3ba453c0,"Wed, Jun 10, 2020 11:30 AM MDT",https://www.eventbrite.com/e/teste-dnvo-ner-tickets-104151435748?aff=ebdssbonlinesearch
332,Quaran-Concerts Sunday,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101822794%2F227604083510%2F1%2Foriginal.20200525-233643?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C61%2C2048%2C1024&s=3a2c036933d37505089e3a98e02d1e2c,"Sun, Jun 7, 2020 7:00 PM MDT + 10 more events",https://www.eventbrite.com/e/quaran-concerts-sunday-tickets-105282484746?aff=ebdssbonlinesearch
333,practise,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100400026%2F445248316708%2F1%2Foriginal.20200507-063507?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C205%2C1024%2C512&s=daf32a4b93f810c30f8bd806a0f19c89,"Thu, Jun 4, 2020 12:00 PM MDT",https://www.eventbrite.co.uk/e/practise-tickets-103612411512?aff=ebdssbonlinesearch
334,A Gemini Season Music Release Celebration,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101463376%2F306031894941%2F1%2Foriginal.20200520-185942?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C47%2C4000%2C2000&s=6238e10243d54d70a6a065826fcaf625,"Sat, Jun 6, 2020 7:00 PM MDT",https://www.eventbrite.com/e/a-gemini-season-music-release-celebration-tickets-107051698512?aff=ebdssbonlinesearch
335,Sweet Baby James: James Taylor Tribute — North Dakota Facebook Live Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102365394%2F197498059281%2F1%2Foriginal.20200601-155826?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=e70f13c789aa42a75c6fef41f0357144,"Mon, Jun 8, 2020 6:00 PM MDT",https://www.eventbrite.com/e/sweet-baby-james-james-taylor-tribute-north-dakota-facebook-live-show-tickets-107000358954?aff=ebdssbonlinesearch
336,Sweet Baby James: James Taylor Tribute — Iowa Facebook Live Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102378688%2F282478632189%2F1%2Foriginal.20200601-180401?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=2%2C0%2C2044%2C1022&s=ee59632c82b64b8eb9e3ac980c922033,"Thu, Jun 4, 2020 6:00 PM MDT",https://www.eventbrite.com/e/sweet-baby-james-james-taylor-tribute-iowa-facebook-live-show-tickets-107000092156?aff=ebdssbonlinesearch
337,Sweet Baby James: James Taylor Tribute — South Dakota Facebook Live Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102365726%2F197498059281%2F1%2Foriginal.20200601-160128?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=550bdf949cc90f9b47a84bf0467aa1c2,"Sat, Jun 6, 2020 6:00 PM MDT",https://www.eventbrite.com/e/sweet-baby-james-james-taylor-tribute-south-dakota-facebook-live-show-tickets-107000218534?aff=ebdssbonlinesearch
338,Free Information Session: Play Piano in 10 Weeks,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102366352%2F197498059281%2F1%2Foriginal.20200601-160628?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=13a2f9e847c73c71f941c51d4b194656,"Mon, Jun 8, 2020 11:00 AM MDT",https://www.eventbrite.co.uk/e/free-information-session-play-piano-in-10-weeks-tickets-107023618524?aff=ebdssbonlinesearch
339,"Free Information Session: Play Piano in 10 Weeks, Sat June 13",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102344626%2F163123622865%2F1%2Foriginal.20200601-115901?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=3bf629088a9b3323a89954ec65d43099,"Sat, Jun 13, 2020 11:00 AM MDT",https://www.eventbrite.co.uk/e/free-information-session-play-piano-in-10-weeks-sat-june-13-tickets-107025106976?aff=ebdssbonlinesearch
